loss,recall@1,recall@5,recall@10,alignment,uniformnity,val_recall,val_recall@1,val_recall@5,val_alignment,val_uniformnity
5.640849590301514,0.0018909549322407816,0.0040970690198550265,0.009769933816577371,1.683853030204773,-1.1590051651000977,0.0113314447592068,0.0339943342776204,0.056657223796033995,1.6936954259872437,-1.1405999064445496
4.927610874176025,0.031200756381972897,0.10589347620548377,0.15820989599747873,0.7970293164253235,-2.6971346139907837,0.09915014164305949,0.3059490084985836,0.42209631728045327,0.8875322341918945,-2.697793483734131
3.8136329650878906,0.10967538606996534,0.2959344468956823,0.4084462653640088,0.4406091868877411,-2.863053798675537,0.1954674220963173,0.48158640226628896,0.6260623229461756,0.6378528475761414,-2.866592526435852
3.288074254989624,0.19539867633154742,0.462968799243618,0.5988023952095808,0.3120318353176117,-2.8508267402648926,0.22946175637393768,0.5042492917847026,0.6317280453257791,0.5778883099555969,-2.8414751291275024
3.0502471923828125,0.3684210526315789,0.679798298140561,0.8011345729593444,0.21796990931034088,-2.935450315475464,0.2521246458923513,0.5184135977337111,0.6770538243626062,0.5423499941825867,-2.920820951461792
2.8548316955566406,0.5269461077844312,0.8254018279231011,0.9104947998739363,0.17561595141887665,-2.9621490240097046,0.2747875354107649,0.5354107648725213,0.6628895184135978,0.5697029232978821,-2.9458553791046143
2.708073377609253,0.644500472738733,0.9108099590293098,0.9618657421998109,0.14202429354190826,-3.011767864227295,0.2747875354107649,0.5524079320113314,0.6770538243626062,0.560632586479187,-3.031687617301941
2.626600503921509,0.6706586826347305,0.9237314843996218,0.9669082886857864,0.1364595592021942,-3.009422183036804,0.26628895184135976,0.5524079320113314,0.7110481586402266,0.5578184127807617,-2.981571078300476
2.536012887954712,0.8080680743775607,0.9738417901040025,0.9921210211156634,0.11333335191011429,-3.0774766206741333,0.2776203966005666,0.5495750708215298,0.7195467422096318,0.5708686709403992,-3.0474056005477905
2.472501516342163,0.8392688307595335,0.978884336589978,0.9930664985817838,0.10658817738294601,-3.113414168357849,0.26628895184135976,0.5949008498583569,0.6997167138810199,0.5829206705093384,-3.1067014932632446
2.416654109954834,0.8805546801134573,0.9895997478726757,0.9977938859123857,0.09410583972930908,-3.1174426078796387,0.2719546742209632,0.5495750708215298,0.71671388101983,0.5733737945556641,-3.10687792301178
2.3730576038360596,0.9127009139615506,0.995272612669398,0.9993696816892531,0.084739089012146,-3.144379734992981,0.26062322946175637,0.5637393767705382,0.71671388101983,0.5899113416671753,-3.1303107738494873
2.3475022315979004,0.9328710999054523,0.995272612669398,0.9984242042231327,0.0805564597249031,-3.166896343231201,0.2776203966005666,0.5609065155807366,0.6997167138810199,0.5965904593467712,-3.176201343536377
2.3152847290039062,0.9341317365269461,0.9968484084462653,0.9987393633785061,0.07987391948699951,-3.1776665449142456,0.29745042492917845,0.5637393767705382,0.7082152974504249,0.6011877059936523,-3.1628745794296265
2.298532485961914,0.9681689253072802,0.9984242042231327,1.0,0.06442022323608398,-3.1916197538375854,0.28611898016997167,0.5552407932011332,0.7082152974504249,0.6000171899795532,-3.1872795820236206
2.278782844543457,0.9656476520642925,0.9990545225338796,0.9996848408446265,0.06483007222414017,-3.189824342727661,0.2804532577903683,0.5637393767705382,0.71671388101983,0.5988439917564392,-3.1775461435317993
2.269488573074341,0.9766782225023637,0.9993696816892531,0.9996848408446265,0.05948324501514435,-3.1947168111801147,0.26912181303116145,0.5609065155807366,0.7110481586402266,0.6062119007110596,-3.1851322650909424
2.2586171627044678,0.9801449732114718,0.9996848408446265,1.0,0.05523538216948509,-3.200207233428955,0.29178470254957506,0.546742209631728,0.7280453257790368,0.602221667766571,-3.1826614141464233
2.238757848739624,0.9858178380081941,0.9996848408446265,1.0,0.05268533155322075,-3.2065160274505615,0.2776203966005666,0.546742209631728,0.7025495750708215,0.6046041250228882,-3.1946592330932617
2.2355763912200928,0.9886542704065553,0.9996848408446265,1.0,0.05087439715862274,-3.2086591720581055,0.28328611898017,0.5552407932011332,0.7082152974504249,0.6060417294502258,-3.1966129541397095
